cell,timestr,mindist
1,2021-06-04 01:04:00,33.358152897365756
2,2021-06-04 01:04:00,62.191488448388
3,2021-06-04 01:04:00,62.191488448388
5,2021-06-04 01:04:00,16.18284414011706
6,2021-06-04 01:04:00,53.84607094165462
7,2021-06-04 01:04:00,67.90203877752595
9,2021-06-04 01:04:00,148.21766508892316
10,2021-06-04 01:04:00,36.28910065520701
12,2021-06-04 01:04:00,113.46992840497319
13,2021-06-04 01:04:00,73.23842197507385
14,2021-06-04 01:04:00,54.80932623704892
15,2021-06-04 01:04:00,107.87010753587523
17,2021-06-04 01:04:00,76.68198197369028
18,2021-06-04 01:04:00,104.69149888561023
19,2021-06-04 01:04:00,90.38864667624124
20,2021-06-04 01:04:00,32.552709327561736
21,2021-06-04 01:04:00,90.38864667624124
22,2021-06-04 01:04:00,32.552709327561736
23,2021-06-04 01:04:00,95.05162639592209
29,2021-06-04 01:04:00,52.44302800656863
30,2021-06-04 01:04:00,87.38637840421029
31,2021-06-04 01:04:00,52.44302800656863
32,2021-06-04 01:04:00,54.644424611375904
33,2021-06-04 01:04:00,24.154907180079636
34,2021-06-04 01:04:00,26.17262352453803
35,2021-06-04 01:04:00,24.154907180079636
36,2021-06-04 01:04:00,118.5990649024713
38,2021-06-04 01:04:00,65.63924125151495
39,2021-06-04 01:04:00,52.89374611372841
40,2021-06-04 01:04:00,52.89374611372841
41,2021-06-04 01:04:00,56.59950094049092
42,2021-06-04 01:04:00,51.87324431327951
44,2021-06-04 01:04:00,106.45307337582256
46,2021-06-04 01:04:00,137.33318273214581
47,2021-06-04 01:04:00,96.66826616736977
48,2021-06-04 01:04:00,83.34218090089406
49,2021-06-04 01:04:00,83.34218090089406
50,2021-06-04 01:04:00,96.4669282803182
53,2021-06-04 01:04:00,79.06984330631688
54,2021-06-04 01:04:00,30.810923685807776
55,2021-06-04 01:04:00,31.72192837677842
56,2021-06-04 01:04:00,31.72192837677842
57,2021-06-04 01:04:00,33.32365483788655
58,2021-06-04 01:04:00,41.961344186875834
61,2021-06-04 01:04:00,28.123021853059836
62,2021-06-04 01:04:00,28.123021853059836
63,2021-06-04 01:04:00,16.18284414011706
64,2021-06-04 01:04:00,47.96887542252006
66,2021-06-04 01:04:00,36.28910065520701
67,2021-06-04 01:04:00,45.19934638707064
68,2021-06-04 01:04:00,73.23842197507385
69,2021-06-04 01:04:00,87.54676473658888
70,2021-06-04 01:04:00,58.567018433994384
71,2021-06-04 01:04:00,58.567018433994384
72,2021-06-04 01:04:00,71.17768453554824
73,2021-06-04 01:04:00,46.154407441597776
74,2021-06-04 01:04:00,20.658661768118627
76,2021-06-04 01:04:00,20.658661768118627
77,2021-06-04 01:04:00,68.96795193415208
78,2021-06-04 01:04:00,110.05914837860534
80,2021-06-04 01:04:00,58.858235068388495
82,2021-06-04 01:04:00,65.36133966802201
83,2021-06-04 01:04:00,58.858235068388495
87,2021-06-04 01:04:00,33.6657270948527
88,2021-06-04 01:04:00,83.27844261102274
89,2021-06-04 01:04:00,33.6657270948527
91,2021-06-04 01:04:00,55.00667225484578
92,2021-06-04 01:04:00,83.27844261102274
93,2021-06-04 01:04:00,73.33940794209185
95,2021-06-04 01:04:00,127.17030327108226
96,2021-06-04 01:04:00,28.86320784187175
98,2021-06-04 01:04:00,28.86320784187175
100,2021-06-04 01:04:00,52.06112705009411
102,2021-06-04 01:04:00,165.98564852327357
103,2021-06-04 01:04:00,118.27638347915621
105,2021-06-04 01:04:00,55.00667225484578
106,2021-06-04 01:04:00,106.45307337582256
107,2021-06-04 01:04:00,127.17030327108226
108,2021-06-04 01:04:00,46.154407441597776
109,2021-06-04 01:04:00,49.08805195651897
110,2021-06-04 01:04:00,49.08805195651897
111,2021-06-04 01:04:00,177.15614763804237
112,2021-06-04 01:04:00,41.40166416300723
114,2021-06-04 01:04:00,33.2526696694915
115,2021-06-04 01:04:00,33.2526696694915
116,2021-06-04 01:10:24,79.31959716448046
1,2021-06-04 01:10:24,34.17246680367708
2,2021-06-04 01:10:24,60.82202730971846
3,2021-06-04 01:10:24,60.82202730971846
5,2021-06-04 01:10:24,14.982893169845655
6,2021-06-04 01:10:24,36.98735638987935
117,2021-06-04 01:10:24,23.585086912095246
7,2021-06-04 01:10:24,68.97602788500348
9,2021-06-04 01:10:24,150.69118260751534
12,2021-06-04 01:10:24,63.60717844387304
10,2021-06-04 01:10:24,37.16524821445313
13,2021-06-04 01:10:24,70.66130195070645
119,2021-06-04 01:10:24,63.60717844387304
14,2021-06-04 01:10:24,54.193653334142695
120,2021-06-04 01:10:24,32.77398151273139
121,2021-06-04 01:10:24,32.77398151273139
15,2021-06-04 01:10:24,100.59966179250492
69,2021-06-04 01:10:24,41.83937044508295
17,2021-06-04 01:10:24,73.34398008870706
18,2021-06-04 01:10:24,35.80795204568818
123,2021-06-04 01:10:24,35.80795204568818
124,2021-06-04 01:10:24,75.61500039003698
19,2021-06-04 01:10:24,87.91088472582102
20,2021-06-04 01:10:24,33.63037569506333
21,2021-06-04 01:10:24,87.91088472582102
22,2021-06-04 01:10:24,33.63037569506333
23,2021-06-04 01:10:24,94.81628628948488
127,2021-06-04 01:10:24,87.33457545222852
128,2021-06-04 01:10:24,26.70466735363672
29,2021-06-04 01:10:24,26.70466735363672
30,2021-06-04 01:10:24,85.3720046633322
31,2021-06-04 01:10:24,44.71735601662116
32,2021-06-04 01:10:24,56.992474384715784
33,2021-06-04 01:10:24,25.047917393272808
35,2021-06-04 01:10:24,24.566069622330907
34,2021-06-04 01:10:24,24.566069622330907
36,2021-06-04 01:10:24,120.53707023268292
38,2021-06-04 01:10:24,62.362406414680045
39,2021-06-04 01:10:24,53.86068698457055
40,2021-06-04 01:10:24,53.86068698457055
41,2021-06-04 01:10:24,58.023731467215214
42,2021-06-04 01:10:24,53.96294405340679
44,2021-06-04 01:10:24,110.24769022707413
46,2021-06-04 01:10:24,121.96393386307241
47,2021-06-04 01:10:24,94.84614712173746
48,2021-06-04 01:10:24,92.60404860258465
49,2021-06-04 01:10:24,92.60404860258465
50,2021-06-04 01:10:24,93.63561579537935
53,2021-06-04 01:10:24,33.93095555994478
131,2021-06-04 01:10:24,33.93095555994478
54,2021-06-04 01:10:24,34.84014636992762
55,2021-06-04 01:10:24,30.80107220150804
56,2021-06-04 01:10:24,30.80107220150804
57,2021-06-04 01:10:24,31.52226899792922
58,2021-06-04 01:10:24,44.815773431285336
61,2021-06-04 01:10:24,29.552656095042376
62,2021-06-04 01:10:24,29.552656095042376
63,2021-06-04 01:10:24,14.982893169845655
64,2021-06-04 01:10:24,23.585086912095246
66,2021-06-04 01:10:24,37.16524821445313
67,2021-06-04 01:10:24,44.92562561514243
68,2021-06-04 01:10:24,47.84601322221473
70,2021-06-04 01:10:24,54.36023845625757
72,2021-06-04 01:10:24,73.53151027273856
73,2021-06-04 01:10:24,44.404521085020214
76,2021-06-04 01:10:24,25.932730654361247
74,2021-06-04 01:10:24,25.932730654361247
77,2021-06-04 01:10:24,64.27964927768112
78,2021-06-04 01:10:24,83.14776417049518
133,2021-06-04 01:10:24,49.43794361304335
80,2021-06-04 01:10:24,60.67753491305358
82,2021-06-04 01:10:24,61.73528349648882
83,2021-06-04 01:10:24,60.67753491305358
137,2021-06-04 01:10:24,61.73528349648882
87,2021-06-04 01:10:24,38.60267995890847
88,2021-06-04 01:10:24,83.39371158217101
89,2021-06-04 01:10:24,38.60267995890847
91,2021-06-04 01:10:24,54.867314185262885
92,2021-06-04 01:10:24,83.39371158217101
93,2021-06-04 01:10:24,31.67129775458001
139,2021-06-04 01:10:24,59.909771020383836
140,2021-06-04 01:10:24,31.67129775458001
95,2021-06-04 01:10:24,126.05472610632485
96,2021-06-04 01:10:24,29.708670686936173
98,2021-06-04 01:10:24,29.708670686936173
71,2021-06-04 01:10:24,54.36023845625757
142,2021-06-04 01:10:24,49.43794361304335
100,2021-06-04 01:10:24,53.568978812389986
143,2021-06-04 01:10:24,104.36075616041515
102,2021-06-04 01:10:24,105.70202861783898
103,2021-06-04 01:10:24,116.84617249582175
144,2021-06-04 01:10:24,88.07361384746297
105,2021-06-04 01:10:24,54.867314185262885
106,2021-06-04 01:10:24,59.909771020383836
107,2021-06-04 01:10:24,126.05472610632485
108,2021-06-04 01:10:24,42.767019283191914
146,2021-06-04 01:10:24,42.767019283191914
109,2021-06-04 01:10:24,49.78439268633392
110,2021-06-04 01:10:24,49.78439268633392
111,2021-06-04 01:10:24,104.36075616041515
112,2021-06-04 01:10:24,40.6240178371554
115,2021-06-04 01:10:24,32.31064192100346
114,2021-06-04 01:10:24,32.31064192100346
116,2021-06-04 01:14:40,32.088421395767035
148,2021-06-04 01:14:40,32.088421395767035
1,2021-06-04 01:14:40,34.070640347625805
149,2021-06-04 01:14:40,38.322688376754
2,2021-06-04 01:14:40,38.322688376754
3,2021-06-04 01:14:40,58.53565195723338
63,2021-06-04 01:14:40,132.97537407155718
6,2021-06-04 01:14:40,38.52005722436722
117,2021-06-04 01:14:40,22.83883701144795
9,2021-06-04 01:14:40,152.49594581201208
12,2021-06-04 01:14:40,58.42980109001121
13,2021-06-04 01:14:40,70.9053392407149
119,2021-06-04 01:14:40,58.42980109001121
14,2021-06-04 01:14:40,53.38964758587152
150,2021-06-04 01:14:40,24.723587788778794
120,2021-06-04 01:14:40,32.455003504510714
121,2021-06-04 01:14:40,32.455003504510714
15,2021-06-04 01:14:40,24.723587788778794
151,2021-06-04 01:14:40,80.20098202260918
18,2021-06-04 01:14:40,40.8280180548244
123,2021-06-04 01:14:40,40.8280180548244
124,2021-06-04 01:14:40,40.02104591733565
152,2021-06-04 01:14:40,40.02104591733565
19,2021-06-04 01:14:40,108.96954788663822
